CaseNumber,Date,Year,District,Location,LocationDir,LocationStreet,Age,Race,Sex,Hispanic,UCR,Weapon
M04142,6/12/2004,2004,12,5500,,WARRINGTON ST.,29,B,M,N,111,HANDGUN
M04144,6/13/2004,2004,18,3990,,MARKET STREET,25,B,M,N,111,HANDGUN
M04145,6/15/2004,2004,16,3844,,FAIRMOUNT,48,B,M,N,111,HANDGUN
M04146,6/18/2004,2004,23,2200,,CB MOORE STREET,21,B,M,N,111,HANDGUN
M04147,6/19/2004,2004,25,2800,N,HOPE STREET,21,B,M,N,111,HANDGUN
M04148,6/19/2004,2004,35,5506,N,FAIRHILL STREET,27,B,M,N,111,HANDGUN
M04149,6/20/2004,2004,14,557,,ARMSTRONG STREE,33,B,M,N,111,HANDGUN
M04150,6/20/2004,2004,18,6316,,WALNUT STREET,23,B,M,N,111,HANDGUN
M04151,6/22/2004,2004,25,500,W,WESTMORELAND ST,39,W,F,Y,111,HANDGUN
M04153,6/27/2004,2004,16,4134,,BROWN STREET,20,B,M,N,111,HANDGUN
M04154,6/29/2004,2004,35,216,W,DUNCANNON AVE,21,A,F,N,111,HANDGUN
M04155,7/1/2004,2004,17,2800,,WHARTON STREET,15,B,M,N,111,HANDGUN
M04156,7/2/2004,2004,12,6718,,EGRET PLACE,33,B,M,N,111,HANDGUN
M04157,7/3/2004,2004,24,1909,E,SELTZER STREET,27,W,M,Y,111,HANDGUN
M04158,7/4/2004,2004,16,721,N,35TH STREET,40,B,M,N,111,HANDGUN
M04159,7/4/2004,2004,17,1900,,MORRIS STREET,37,B,M,N,111,HANDGUN
M04160,7/6/2004,2004,35,4500,N,GRATZ STREET,26,B,M,N,111,HANDGUN
M04161,7/6/2004,2004,17,1800,,ELLSWORTH STREE,25,B,M,N,111,HANDGUN
M04162,7/9/2004,2004,39,3100,N,MARSTON STREET,25,B,M,N,111,HANDGUN
M04163,7/9/2004,2004,15,4721,,VAN KIRK STREET,36,W,M,N,111,HANDGUN
M04164,7/9/2004,2004,15,4721,,VAN KIRK STREET,49,W,M,N,111,HANDGUN
M04165,7/9/2004,2004,22,3019,W,DAKOTA STREET,18,B,M,N,111,HANDGUN
M04166,7/11/2004,2004,25,3950,,D STREET,56,B,M,N,111,HANDGUN
M04167,7/15/2004,2004,39,2927,N,CROSKEY STREET,51,B,M,N,111,HANDGUN
M04180,7/24/2004,2004,23,1700,,NEWKIRK STREET,20,B,M,N,111,HANDGUN
M04181,7/25/2004,2004,25,3041,N,ORKNEY STREET,0,W,F,Y,111,HANDGUN
M04182,7/27/2004,2004,39,5008,,GERMANTOWN AVEN,35,B,M,N,111,HANDGUN
M04183,7/29/2004,2004,24,1800,E,WISHART STREET,26,B,M,N,111,HANDGUN
M04184,7/31/2004,2004,18,4817,,PASCHALL AVENUE,18,B,M,N,111,HANDGUN
M04185,7/31/2004,2004,19,5602,,DIAMOND STREET,22,B,M,N,111,HANDGUN
M04190,8/3/2004,2004,08,3827,,FAIRDALE ROAD,54,W,M,N,111,HANDGUN
M04204,8/21/2004,2004,18,816,S,58TH STREET,20,B,M,N,111,HANDGUN
M04205,8/22/2004,2004,22,2530,N,15TH STREET,25,B,M,N,111,HANDGUN
M04208,8/23/2004,2004,23,1925,W,NICHOLAS STREET,38,B,M,N,111,HANDGUN
M04210,8/24/2004,2004,22,2530,N,15TH STREET,23,B,M,N,111,HANDGUN
M04212,8/24/2004,2004,15,5419,,SAUL STREET,26,W,M,N,111,HANDGUN
M04214,8/26/2004,2004,12,5729,,BEAUMONT STREET,35,B,M,N,111,HANDGUN
M04215,8/28/2004,2004,14,1200,,UPSALL STREET,28,B,M,N,111,HANDGUN
M04216,8/28/2004,2004,25,4628,N,MASCHER STREET,22,W,M,Y,111,HANDGUN
M04217,8/30/2004,2004,26,2613,,GERMANTOWN AVE,55,W,M,N,111,HANDGUN
M04219,8/31/2004,2004,35,2148,,ELKINS AVENUE,42,B,M,N,111,HANDGUN
M04220,9/1/2004,2004,26,2625,N,MARSHALL STREET,27,B,M,N,111,HANDGUN
M04221,9/4/2004,2004,22,2533,N,COLORADO STREET,32,B,M,N,111,HANDGUN
M04222,9/4/2004,2004,35,6800,N,17TH STREET,48,B,F,N,111,HANDGUN
M04223,9/5/2004,2004,35,6735,N,CARLISLE STREE,36,B,F,N,111,HANDGUN
M04224,9/6/2004,2004,26,132,W,DAUPHIN STREET,48,B,M,N,111,HANDGUN
M04225,9/6/2004,2004,25,522,E,WESTMORLAND STR,39,B,M,N,111,HANDGUN
M04226,9/7/2004,2004,12,5319,,CHESTER AVENUE,19,B,M,N,111,HANDGUN
M04227,9/9/2004,2004,35,1000,W,GODFREY AVENUE,39,B,M,N,111,HANDGUN
M04228,9/10/2004,2004,12,6115,,YOCUM STREET,35,B,M,N,111,HANDGUN
M04229,9/14/2004,2004,14,8319,,WILLIAMS AVENUE,42,B,M,N,111,HANDGUN
M04230,9/14/2004,2004,12,5800,,HADFIELD STREET,31,B,M,N,111,HANDGUN
M04231,9/15/2004,2004,26,2000,N,7 TH ST,35,W,M,N,111,HANDGUN
M04233,9/15/2004,2004,01,1928,S,19TH STREET,20,B,M,N,111,HANDGUN
M04234,9/16/2004,2004,09,1900,,BROWN STREET,18,B,M,N,111,HANDGUN
M04235,9/17/2004,2004,14,1619,,MURDOCH ROAD,27,B,M,N,111,HANDGUN
M04236,9/19/2004,2004,14,2129,,72ND STREET,40,B,M,N,111,HANDGUN
M04238,9/21/2004,2004,04,2824,S,MARSHALL STREET,18,B,M,N,111,HANDGUN
M04239,9/23/2004,2004,39,2600,,CAMBRIA STREET,16,B,M,N,111,HANDGUN
M04240,9/25/2004,2004,12,6507,,ELMWOOD AVENUE,13,B,M,N,111,HANDGUN
M04241,9/26/2004,2004,12,1206,S,57TH STREET,18,B,M,N,111,HANDGUN
M04242,9/28/2004,2004,23,1311,N,15TH STREET,22,B,M,N,111,HANDGUN
M04243,9/28/2004,2004,39,100,W,QUEEN LANE,17,W,M,N,111,HANDGUN
M04245,10/1/2004,2004,25,100,W,LIPINCOTT STREE,30,W,M,Y,111,HANDGUN
M04246,10/1/2004,2004,14,134,E,WASHINGTON LANE,27,B,M,N,111,HANDGUN
M04247,10/2/2004,2004,23,1531,,C.B. MOORE AVEN,21,B,M,N,111,HANDGUN
M04249,10/3/2004,2004,35,4512,N,CAMAC STREET,27,B,M,N,111,HANDGUN
M04251,10/6/2004,2004,35,129,N,FERN STREET,40,B,M,N,111,HANDGUN
M04253,10/8/2004,2004,35,200,W,DUNCANNON STREE,25,B,M,N,111,HANDGUN
M04261,10/10/2004,2004,14,1400,E,PHIL-ELLENA STR,18,B,M,N,111,HANDGUN
M04262,10/10/2004,2004,18,0028,S,MILLICK STREET,22,B,M,N,111,HANDGUN
M04263,10/12/2004,2004,12,3265,S,61ST STREET,38,B,M,N,111,HANDGUN
M04264,10/13/2004,2004,39,1600,,BUTLER STREET,41,B,M,N,111,HANDGUN
M04266,10/17/2004,2004,06,510,N,FRONT STREET,24,W,M,N,111,HANDGUN
M04268,10/20/2004,2004,25,3330,,A STREET,32,W,M,Y,111,HANDGUN
M04270,10/22/2004,2004,26,1444,N,2ND STREET,28,W,M,Y,111,HANDGUN
M04271,10/23/2004,2004,12,6600,,PASCHALL AVENUE,38,B,M,N,111,HANDGUN
M04272,10/24/2004,2004,18,6200,,LARCHWOOD AVE,31,B,M,N,111,HANDGUN
M04274,11/1/2004,2004,23,1205,,FLORA STREET,23,W,M,N,111,HANDGUN
M04275,11/2/2004,2004,35,5700,,BEECHWOOD ST,42,B,M,N,111,HANDGUN
M04277,11/3/2004,2004,18,5616,,CARPENTER STREE,27,B,M,N,111,HANDGUN
M04278,11/4/2004,2004,35,400,,RUSCOMB STREET,35,W,M,Y,111,HANDGUN
M04279,11/8/2004,2004,19,5001,,WYNNEFIELD AVE,42,A,M,N,111,HANDGUN
M04282,11/8/2004,2004,12,5404,,GIBSON DRIVE,22,B,M,N,111,HANDGUN
M04283,11/11/2004,2004,19,5229,,MARKET STREET,35,B,M,N,111,HANDGUN
M04286,11/15/2004,2004,14,8000,,OGONTZ AVE,57,W,M,N,111,HANDGUN
M04287,11/15/2004,2004,14,400,E,WISTER STREET,20,B,M,N,111,HANDGUN
M04288,11/18/2004,2004,25,3800,N,8TH STREET,20,B,M,N,111,HANDGUN
M04289,11/18/2004,2004,19,1400,,PEACH STREET,21,B,M,N,111,HANDGUN
M04290,11/19/2004,2004,19,1400,N,PAXON STREET,25,B,M,N,111,HANDGUN
M04291,11/22/2004,2004,22,3000,W,COLONA ST,16,B,M,N,111,HANDGUN
M04292,11/22/2004,2004,26,1935,E,DAUPHIN ST,18,W,M,Y,111,HANDGUN
M04293,11/24/2004,2004,24,3051,N,FRONT STREET,28,B,M,N,111,HANDGUN
M04294,11/24/2004,2004,16,3815,,FAIRMOUNT,46,B,M,N,111,HANDGUN
M04295,11/24/2004,2004,23,1909,,INGERSOLL STREE,33,B,M,N,111,HANDGUN
M04296,11/24/2004,2004,23,1909,,INGERSOLL STREE,17,B,M,N,111,HANDGUN
M04297,11/26/2004,2004,19,6317,,LEBANON AVE,22,B,M,N,111,HANDGUN
M04298,11/27/2004,2004,18,4935,,SPRUCE STREET,25,B,M,N,111,HANDGUN
M04299,11/30/2004,2004,39,3309,,ALLEGHENY AVENU,52,B,M,N,111,HANDGUN
M04300,11/30/2004,2004,39,3309,,ALLEGHNEY AVENU,25,B,M,N,111,HANDGUN
M04301,12/1/2004,2004,02,6027,,CASTOR AVENUE,46,W,F,N,111,HANDGUN
M04302,12/2/2004,2004,26,1600,N,9TH STREET,29,B,M,N,111,HANDGUN
M04303,12/3/2004,2004,07,1605,,PLACID STREET,75,W,M,N,111,HANDGUN
M04304,12/4/2004,2004,24,3200,,SHELBOURNE STRE,19,B,M,N,111,HANDGUN
M04305,12/8/2004,2004,35,5000,N,5TH STREET,30,B,M,N,111,HANDGUN
M04307,12/12/2004,2004,12,6700,,BUIST AVE,24,W,M,N,111,HANDGUN
M04308,12/11/2004,2004,24,900,E,WESTMORELAND,24,B,M,N,111,HANDGUN
M04309,12/12/2004,2004,19,325,N,64 ST,27,B,M,N,111,HANDGUN
M04310,12/13/2004,2004,18,5932,,MARKET ST,38,B,M,N,111,HANDGUN
M04312,12/16/2004,2004,19,5501,,MARKET ST,25,B,M,N,111,HANDGUN
M04313,12/16/2004,2004,18,4935,,HAZEL AVE 3 FLR,24,B,M,N,111,HANDGUN
M04314,12/18/2004,2004,24,816,E,ALLEGHENY AVE,28,B,M,N,111,HANDGUN
M04315,12/19/2004,2004,24,3135,,F STREET,35,B,M,N,111,HANDGUN
M04316,12/19/2004,2004,24,612,E,LIPPINCOTT ST,16,B,M,N,111,HANDGUN
M04317,12/19/2004,2004,23,1300,N,BROAD ST,26,B,M,N,111,HANDGUN
M04318,12/20/2004,2004,17,1250,S,BONSALL ST,46,B,M,N,111,HANDGUN
M04319,12/21/2004,2004,19,7404,,BROCKTON ROAD,26,B,M,N,111,HANDGUN
M04320,12/22/2004,2004,12,2028,S,ALDEN STREET,15,B,M,N,111,HANDGUN
m04321,12/22/2004,2004,17,1651,S,TANEY STREET,40,B,M,N,111,HANDGUN
M04323,12/23/2004,2004,14,8328,,LYNNEWOOD ROAD,67,B,M,N,111,HANDGUN
M04324,12/25/2004,2004,26,2470,,KENSINGTON AVE,19,B,M,Y,111,HANDGUN
M04328,12/31/2004,2004,12,2019,S,71ST STREET,28,B,M,N,111,HANDGUN
M04329,12/31/2004,2004,35,4639,N,13TH STREET,27,B,M,N,111,HANDGUN
M04330,12/31/2004,2004,12,7325,W,PASSYUNK AVENUE,22,B,M,N,111,HANDGUN
M04186,7/31/2004,2004,26,2500,N,REESE STREET,18,W,M,Y,111,HNADGUN
M04209,8/24/2004,2004,25,800,W,LYCOMING STREET,33,B,M,N,111,SHOTGUN
M04074,3/24/2004,2004,12,1302,S,51ST STREET,33,B,M,N,111,UNKNOWN
M05195,7/14/2005,2005,12,2222,S,62ND ST,3,B,M,N,116,BELT
M05037,2/11/2005,2005,19,6612,,HADDINGTON ST,17,B,M,N,116,ELECT CORD
M05134,5/14/2005,2005,24,1863,E,CLEMENTINE STRE,4,B,F,N,116,FIRE
M05135,5/14/2005,2005,24,1863,E,CLEMENTINE STRE,5,B,M,N,116,FIRE
M05136,5/14/2005,2005,24,1863,E,CLEMENTINE STRE,7,B,F,N,116,FIRE
M05253,8/30/2005,2005,23,1640,N,29TH STREET,75,B,F,N,116,FIRE
M05015,1/17/2005,2005,26,2350,E,TUCKER STREET,1,W,M,N,116,HAND
M05019,1/22/2005,2005,15,1336,,"ARROTT ST,C-17",24,B,F,N,116,HANDS
M05039,2/17/2005,2005,25,924,W,AUBURN STREET,18,B,F,N,116,HANDS
M05236,8/20/2005,2005,18,5864,,WALTON AVENUE,24,B,F,N,116,HANDS
M05258,9/3/2005,2005,39,4608,,WAYNE AVENUE,26,W,F,N,116,HANDS
M05157,6/1/2005,2005,24,2634,,ANNSTREET,82,W,F,N,116,NONE
M05094,4/7/2005,2005,22,2131,N,15TH STREET,40,B,F,N,116,SCARF
M05118,4/28/2005,2005,19,5118,,PARKSIDE AVENUE,0,B,M,N,116,UNKNOWN
M05196,7/15/2005,2005,24,953,E,ONTARIO ST,66,W,M,N,116,UNKNOWN
M05023,1/29/2005,2005,25,3700,N,2ND STREET,24,B,M,N,116,VEHICLE
M05100,4/14/2005,2005,08,10000,,KNIGHTS ROAD,39,W,M,N,116,VEHICLE
M05198,7/15/2005,2005,02,7400,,ROOSEVELT BLVD,2,B,F,N,115,
M05133,5/14/2005,2005,12,5200,,BALTIMORE AVENU,47,B,M,N,115,BOARD
M05264,9/6/2005,2005,18,5549,,WALTON STREET,53,B,M,N,115,BRICK
M05021,1/26/2005,2005,17,1800,,TITAN STREET,39,B,M,N,115,FIST
M05203,7/20/2005,2005,39,1400,W,CLEARFIELD ST,19,B,M,N,115,FIST
M05311,10/26/2005,2005,02,7600,,ROOSEVELT BLVD,54,B,M,N,115,FISTS
M05092,4/3/2005,2005,22,1840,N,21ST STREET,43,B,M,N,115,HAMMER
M05154,5/29/2005,2005,35,5579,,OLD YORK ROAD,42,A,M,N,115,HANDS
M05240,8/25/2005,2005,39,2000,,ESTAUGH STREET,3,B,M,N,115,HANDS
M05350,12/3/2005,2005,22,2160,N,32ND STREET,4,B,F,N,115,HANDS
M05246,8/28/2005,2005,24,2750,,A STREET,27,B,M,Y,115,TREE LIMB
M05044,2/20/2005,2005,23,2100,,NASSAU STREET,31,B,M,N,115,UNKNOWN
M05206,7/23/2005,2005,16,653,N,BROOKLYN STREET,47,B,M,N,115,UNKNOWN
M05210,7/27/2005,2005,25,300,,A STREET,24,W,M,Y,115,UNKNOWN
M05234,8/20/2005,2005,22,1549,W,OAKDALE STREET,53,B,M,N,115,UNKNOWN
M05300,10/14/2005,2005,06,900,,BROWN STREET,44,B,F,N,115,UNKNOWN
M05343,11/24/2005,2005,12,7113,,LINDBERGH BLVD,1,B,M,N,115,UNKNOWN
M05344,11/26/2005,2005,12,1900,S,60TH STREET,41,B,M,N,115,UNKNOWN
M05362,12/11/2005,2005,22,1300,W,LETTERLY STREET,26,B,M,N,115,UNKNOWN
M05368,12/15/2005,2005,18,5340,,CHANCELLOR STRE,63,B,M,N,115,UNKNOWN
M05374,12/21/2005,2005,24,3853,,RICHMOND STREET,77,W,M,N,115,UNKNOWN
M05202,7/19/2005,2005,01,1801,,POLLACK ST,19,W,M,N,114,
M05244,8/26/2005,2005,25,322,E,TIOGA STREET,46,W,M,Y,114,CUTTING
M05297,10/11/2005,2005,23,2901,W,OXFORD STREET,52,W,M,Y,114,GLASS WIND
M05284,9/28/2005,2005,25,501,W,LEHIGH AVENUE,46,B,M,N,114,ICE PICK
M05003,1/2/2005,2005,14,6318,,WISTER STREET,49,B,M,N,114,KNIFE
M05012,1/11/2005,2005,39,3154,N,BROAD ST,27,B,M,N,114,KNIFE
M05028,2/1/2005,2005,25,2817,N,BROAD STREET,53,B,M,N,114,KNIFE
M05034,2/6/2005,2005,14,7201,,LIMEKILN PIKE,27,B,M,N,114,KNIFE
M05068,3/13/2005,2005,17,1644,S,BANCROFT STREET,10,A,M,N,114,KNIFE
M05069,3/13/2005,2005,17,1644,S,BANCROFT STREE,5,A,F,N,114,KNIFE
M05078,3/16/2005,2005,26,2408,E,CORAL STREET,54,W,M,N,114,KNIFE
M05084,3/23/2005,2005,22,2301,,FAWN STREET,50,W,M,N,114,KNIFE
M05108,4/22/2005,2005,03,1305,,FEDERAL ST,37,B,M,Y,114,KNIFE
M05110,4/24/2005,2005,12,5400,,LINDBERGH BLVD,15,B,F,N,114,KNIFE
M05114,4/27/2005,2005,18,4622,,WOODLAND AVENUE,23,B,M,N,114,KNIFE
M05116,4/28/2005,2005,15,5046,,JACKSON STREET,43,B,M,N,114,KNIFE
M05137,5/16/2005,2005,12,6507,,PASCHALL AVENUE,26,B,M,Y,114,KNIFE
M05142,5/20/2005,2005,06,711,,SPRING GARDEN S,42,B,M,N,114,KNIFE
M05146,5/24/2005,2005,39,1717,W,HUNTING PARK AV,54,B,F,N,114,KNIFE
M05159,6/1/2005,2005,26,1500,,GERMANTOWN AVEN,36,B,M,N,114,KNIFE
M05185,7/5/2005,2005,15,5029,,DITMAN STREET,26,B,M,N,114,KNIFE
M05200,7/19/2005,2005,25,413,W,COURTLAND ST,39,B,M,N,114,KNIFE
M05201,7/19/2005,2005,12,6514,,PASCHALL AVE,28,W,M,N,114,KNIFE
M05215,8/4/2005,2005,22,1422,W,CUMBERLAND STRE,40,B,M,N,114,KNIFE
M05229,8/16/2005,2005,23,1716,N,GRATZ ST,44,B,M,N,114,KNIFE
M05261,9/5/2005,2005,02,7232,,LYNFORD ST,28,B,M,N,114,KNIFE
M05262,9/5/2005,2005,12,5733,,CHESTER AVE,43,B,M,N,114,KNIFE
M05276,9/19/2005,2005,04,1339,,MIFFLIN STREET,15,W,M,Y,114,KNIFE
M05277,9/20/2005,2005,39,2900,,CLEMENTINE STRE,33,B,M,N,114,KNIFE
M05279,9/24/2005,2005,19,6207,,HAVERFORD AVE.2,48,B,M,N,114,KNIFE
M05287,10/1/2005,2005,18,241,S,53RD STREET,40,B,F,N,114,KNIFE
M05313,10/30/2005,2005,14,6505,,MUSGRAVE STREET,17,B,M,N,114,KNIFE
M05326,11/9/2005,2005,35,5236,N,FAIRHILL STREET,29,B,M,N,114,KNIFE
M05342,11/24/2005,2005,09,1836,,CALLOWHILL STRE,26,W,M,N,114,KNIFE
M05354,12/5/2005,2005,26,2022,N,RANDOLPH STREET,24,W,M,Y,114,KNIFE
M05160,6/2/2005,2005,35,1050,,WAGNER STREET,56,B,M,N,114,SWORD
M05052,3/5/2005,2005,25,2700,N,FRONT STREET,30,W,M,N,113,SHOTGUN
M05061,3/10/2005,2005,25,701,E,THAYER STREET,22,W,M,Y,113,SHOTGUN
M05148,5/24/2005,2005,18,5111,,RAMSTEAD STREET,30,B,M,N,113,SHOTGUN
M05189,7/8/2005,2005,15,4511,,FRANKFORD AVE,39,A,M,N,113,SHOTGUN
M05224,8/11/2005,2005,39,136,,HANSBERRY ST,16,B,M,N,113,SHOTGUN
M05255,9/1/2005,2005,39,2101,W,TIOGA STREET,33,B,M,N,113,SHOTGUN
M05266,9/8/2005,2005,22,2017,,YORK STREET,40,B,M,N,113,SHOTGUN
M05355,12/5/2005,2005,14,7137,,CEDAR PARK AVE,26,B,M,N,113,SHOTGUN
M05091,4/2/2005,2005,19,200,N,53RD STREET,25,B,M,N,112,RIFLE
M05172,6/16/2005,2005,19,5863,,MALVERN AVENUE,11,B,M,N,112,RIFLE
M05176,6/20/2005,2005,19,5863,,MALVERN AVENUE,19,B,M,N,112,RIFLE
M05272,9/15/2005,2005,12,5655,,PENTRIDGE STREE,22,B,M,N,112,RIFLE
M05352,12/4/2005,2005,14,368,E,WISTER STREET,43,B,M,Y,112,RIFLE
M05314,10/31/2005,2005,12,8600,,MARIO LANZO DR,40,W,M,N,111,ASSORTED
M05109,4/23/2005,2005,39,5045,,WAYNE AVE,40,B,M,N,111,GUN
M05122,5/1/2005,2005,25,1110,,RISING SUN AVE.,23,B,M,N,111,HABDGUN
M05001,1/1/2005,2005,22,2800,,SEDGLEY STREET,19,B,M,N,111,HANDGUN
M05002,1/1/2005,2005,22,2235,N,11TH STREET,36,B,M,N,111,HANDGUN
M05004,1/2/2005,2005,35,4513,N,20TH STREET,41,B,M,N,111,HANDGUN
M05005,1/6/2005,2005,19,5400,,PENNSGROVE STRE,18,B,M,N,111,HANDGUN
M05006,1/6/2005,2005,19,5400,,PENNSGROVE STRE,24,B,M,N,111,HANDGUN
M05007,1/6/2005,2005,22,2200,W,LEHIGH AVENUE,18,B,M,N,111,HANDGUN
M05008,1/7/2005,2005,39,1711,W,JUNIATA STREET,39,B,M,N,111,HANDGUN
M05009,1/9/2005,2005,14,325,E,PRICE STREET,23,B,M,N,111,HANDGUN
M05010,1/9/2005,2005,23,1638,N,28TH STREET,23,B,M,N,111,HANDGUN
M05011,1/10/2005,2005,23,1223,N,TANEY STREET,48,B,M,N,111,HANDGUN
M05013,1/13/2005,2005,23,1223,N,TANEY STREET,41,B,M,N,111,HANDGUN
M05014,1/14/2005,2005,01,3001,,VARE AVENUE,36,W,M,N,111,HANDGUN
M05016,1/18/2005,2005,06,11,N,JUNIPER ST 1715,21,B,F,N,111,HANDGUN
M05017,1/19/2005,2005,39,261,W,BERKLEY STREET,27,B,M,N,111,HANDGUN
M05018,1/20/2005,2005,12,7000,,WOODLAND AVENUE,30,B,M,N,111,HANDGUN
M05020,1/24/2005,2005,24,1818,E,CORNWALL STREET,44,B,M,N,111,HANDGUN
M05022,1/26/2005,2005,24,3905,,ELSINORE STREET,34,B,M,N,111,HANDGUN
M05024,1/29/2005,2005,19,6517,,HAVERFORD AVENU,27,B,M,N,111,HANDGUN
M05025,1/29/2005,2005,17,1400,S,24TH STREET,27,B,M,N,111,HANDGUN
M05026,1/29/2005,2005,19,4444,,CITY LINE AVENU,53,B,M,N,111,HANDGUN
M05027,1/31/2005,2005,92,3600,,FORD ROAD,30,W,F,N,111,HANDGUN
M05029,2/1/2005,2005,39,2617,W,STERNER STREET,18,B,M,N,111,HANDGUN
M05030,2/1/2005,2005,19,6500,,LANCASTER AVENU,28,B,M,N,111,HANDGUN
M05031,2/2/2005,2005,39,2901,N,STILLMAN STREET,26,B,M,N,111,HANDGUN
M05032,2/5/2005,2005,22,2607,N,HOLLYWOOD STREE,35,B,M,N,111,HANDGUN
M05033,2/6/2005,2005,25,621,W,TIOGA STREET,25,W,M,Y,111,HANDGUN
M05035,2/6/2005,2005,19,1822,N,76TH STREET,45,B,F,N,111,HANDGUN
M05036,2/11/2005,2005,01,2700,,SNYDER AVENUE,30,B,M,N,111,HANDGUN
M05038,2/12/2005,2005,01,2000,,MERCY STREET,22,B,M,N,111,HANDGUN
M05040,2/18/2005,2005,39,2925,N,26TH STREET,67,B,F,N,111,HANDGUN
M05041,2/18/2005,2005,39,2925,N,26TH STREET,20,B,M,N,111,HANDGUN
M05042,2/18/2005,2005,39,2925,N,26TH STREET,17,B,M,N,111,HANDGUN
M05043,2/20/2005,2005,25,801,W,LEHIGH AVENUE,19,B,M,Y,111,HANDGUN
M05045,2/20/2005,2005,24,2051,E,STELLA STREET,30,B,M,N,111,HANDGUN
M05046,2/25/2005,2005,22,2400,W,FIRTH STREET,48,B,M,N,111,HANDGUN
M05047,2/25/2005,2005,39,2722,W,SILVER STREET,34,B,M,N,111,HANDGUN
M05048,2/26/2005,2005,35,1532,W,COURTLAND STREE,31,B,M,N,111,HANDGUN
M05049,2/26/2005,2005,16,3924,,POPLAR STREET,18,B,M,N,111,HANDGUN
M05050,2/27/2005,2005,16,200,N,51ST STREET,23,B,M,N,111,HANDGUN
M05051,3/1/2005,2005,12,5601,,WOODLAND AVENUE,39,B,M,N,111,HANDGUN
M05053,3/7/2005,2005,22,2222,N,23RD STREET,16,B,M,N,111,HANDGUN
M05054,3/7/2005,2005,05,234,,COTTON STREET,37,A,M,N,111,HANDGUN
M05055,3/7/2005,2005,25,1325,W,ERIE AVENUE,19,B,M,N,111,HANDGUN
M05056,3/7/2005,2005,35,5000,N,BROAD STREET,36,B,M,N,111,HANDGUN
M05057,3/8/2005,2005,17,2100,,MORRIS STREET,35,B,F,N,111,HANDGUN
M05058,3/9/2005,2005,25,2900,N,MASCHER STREET,48,B,M,Y,111,HANDGUN
M05059,3/9/2005,2005,03,1200,,SOUTH STREET,19,B,M,N,111,HANDGUN
M05060,3/10/2005,2005,39,2806,N,24TH STREET,40,B,M,N,111,HANDGUN
M05062,3/10/2005,2005,22,1700,W,DAUPHIN STREET,19,B,M,N,111,HANDGUN
M05063,3/11/2005,2005,23,2401,W,TURNER STREET,24,B,M,N,111,HANDGUN
M05064,3/11/2005,2005,19,5703,,LANSDOWNE AVENU,18,B,M,N,111,HANDGUN
M05065,3/11/2005,2005,15,4708,,OXFORD AVENUE,20,B,M,N,111,HANDGUN
M05066,3/12/2005,2005,19,6157,W,JEFFERSON STREE,35,B,M,N,111,HANDGUN
M05067,3/12/2005,2005,23,1500,,CB MOORE AVENUE,21,B,F,N,111,HANDGUN
M05070,3/13/2005,2005,15,6351,,ROOSEVELT BLVD,21,B,M,Y,111,HANDGUN
M05071,3/13/2005,2005,15,6351,,ROOSEVELT BLVD,22,B,M,Y,111,HANDGUN
M05072,3/13/2005,2005,22,2027,N,16TH STREET,9,W,M,Y,111,HANDGUN
M05073,3/13/2005,2005,22,2424,N,31ST STREET,35,B,M,N,111,HANDGUN
M05074,3/14/2005,2005,25,4500,,HURLEY STREET,22,A,M,N,111,HANDGUN
M05075,3/14/2005,2005,25,3400,,ORMES STREET,21,W,M,Y,111,HANDGUN
M05076,3/15/2005,2005,19,824,,MARLYN ROAD,44,B,M,N,111,HANDGUN
M05077,3/15/2005,2005,18,1400,S,FALLON STREET,28,B,M,N,111,HANDGUN
M05079,3/17/2005,2005,01,1800,S,20TH STREET,43,B,M,N,111,HANDGUN
M05080,3/18/2005,2005,18,5500,,BALTIMORE AVENU,29,B,M,N,111,HANDGUN
M05081,3/19/2005,2005,16,828,N,41ST STREET,25,B,M,N,111,HANDGUN
M05082,3/19/2005,2005,12,5402,,BARTRAM DRIVE,19,B,M,N,111,HANDGUN
M05083,3/22/2005,2005,22,2953,,WESTMONT STREET,30,B,M,N,111,HANDGUN
M05085,3/23/2005,2005,14,5621,,SPRAGUE STREET,50,B,M,N,111,HANDGUN
M05086,3/24/2005,2005,39,1424,,RUSH STREET,45,B,M,N,111,HANDGUN
M05087,3/29/2005,2005,12,2552,,MASSEY STREET,59,W,M,N,111,HANDGUN
M05088,3/31/2005,2005,12,5500,,CHESTER AVENEU,35,B,M,N,111,HANDGUN
M05089,4/1/2005,2005,17,2700,,TASKER STREET,20,B,M,N,111,HANDGUN
M05090,4/1/2005,2005,12,1723,S,53RD STREET,21,B,M,N,111,HANDGUN
M05093,4/7/2005,2005,01,1933,S,18TH STREET,26,B,M,N,111,HANDGUN
M05095,4/8/2005,2005,16,752,N,43RD STREET,31,B,M,N,111,HANDGUN
M05096,4/10/2005,2005,39,4200,,GERMANTOWN AVE,20,B,M,N,111,HANDGUN
M05097,4/13/2005,2005,24,1910,E,CLARENCE STREET,26,B,M,N,111,HANDGUN
M05098,4/13/2005,2005,24,1910,E,CLARENCE STREET,35,B,M,N,111,HANDGUN
M05099,4/13/2005,2005,19,400,N,59TH STREET,28,B,M,N,111,HANDGUN
M05101,4/15/2005,2005,14,7800,,BAYARD STREET,22,B,M,N,111,HANDGUN
M05102,4/16/2005,2005,16,681,N,CREIGHTON STREE,35,B,M,N,111,HANDGUN
